"","X","estimate","SE","df","t.ratio","pval","padj","fold_change","gene","Chr","male_fold_change","female_fold_change","female_direction","male_direction","opp"
"ILMN_1676515","ILMN_1676515",-0.340553575021187,0.0184333839817045,291.336354825088,-18.4748267252064,5.55980009815992e-51,6.51942159510232e-47,1.26799890800241,"IMPDH1","7",1.22868522335653,1.35502137752849,"positive","positive",0
"ILMN_2388363","ILMN_2388363",-0.201743266490244,0.025364368920607,289.64992235265,-7.9538058731806,4.09428418306315e-14,3.11820683382089e-10,1.16038699410062,"IMPDH1","7",1.15235239412206,1.17750404485066,"positive","positive",0
"ILMN_1705737","ILMN_1705737",0.225904824226966,0.0155383079575719,290.914857971551,14.5385729800059,2.26675821379877e-36,2.49388738682141e-32,-1.17105889357857,"IMPDH2","3",-1.14122784821204,-1.23650670351642,"negative","negative",0
"ILMN_1679690","ILMN_1679690",-0.10715228757099,0.0196452172639351,289.605676302451,-5.45437019766135,1.05473223307807e-07,0.000582845031998941,1.09116471688196,"IMPG2","3",1.08984862258208,1.09394362766045,"positive","positive",0
"ILMN_1747318","ILMN_1747318",0.09434944220354,0.0209744333190887,289.894625725517,4.49830709455559,9.9224942224487e-06,0.0452961861254783,-1.06691830114966,"INADL","1",-1.0641173440827,-1.07284555937816,"negative","negative",0
"ILMN_1724666","ILMN_1724666",0.276922422744077,0.01954922371915,291.131126788237,14.1653922796336,5.22579571955914e-35,5.67678189015709e-31,-1.21457415038669,"INADL","1",-1.18293249515148,-1.28405868730414,"negative","negative",0
"ILMN_1727248","ILMN_1727248",0.150870303437891,0.0203383929924267,290.696123239864,7.41800512430208,1.31313031787486e-12,9.52413419554636e-09,-1.1073894761704,"INF2","14",-1.07511704887704,-1.17861190275085,"negative","negative",0
"ILMN_1744126","ILMN_1744126",-0.100672457494294,0.0221354467050032,289.605676302451,-4.54802014325466,7.97047034868161e-06,0.0368474844219551,1.0701991167432,"ING4","12",1.03820322013669,1.14089706823298,"positive","positive",0
"ILMN_1685714","ILMN_1685714",-0.488019655236546,0.0278783041958704,289.658287635287,-17.5053565599889,2.62966189239272e-47,3.05487822039262e-43,1.40877004171056,"INHBB","2",1.36959580762034,1.49503872690278,"positive","positive",0
"ILMN_1678362","ILMN_1678362",0.113553470278974,0.0157495737828272,290.376595844235,7.20993925580317,4.86878059225159e-12,3.45780797661708e-08,-1.08651211655573,"INO80","15",-1.06781901763169,-1.12698682960757,"negative","negative",0
"ILMN_1667239","ILMN_1667239",0.0841297754319945,0.0144058418579125,290.446744987577,5.839976327783,1.3965642770002e-08,8.25509144134818e-05,-1.0649421948275,"INPP1","2",-1.0616907740287,-1.07182729509446,"negative","negative",0
"ILMN_1652647","ILMN_1652647",-0.085292580725359,0.0180968595483458,289.650080035806,-4.71311502957183,3.79406507442442e-06,0.018173571706493,1.06412502652563,"INPP4A","2",1.04729017114933,1.10049635299424,"positive","positive",0
"ILMN_2198878","ILMN_2198878",0.227634112256565,0.0207700458784551,290.104857134741,10.9597308349083,1.28391906026584e-23,1.21009371430055e-19,-1.17305140679835,"INPP4B","4",-1.13924127170259,-1.24762896593613,"negative","negative",0
"ILMN_1664608","ILMN_1664608",-0.211601014174053,0.0168315529280118,290.327075894671,-12.5716869429141,3.11724350157455e-29,3.18706975600982e-25,1.15600758195984,"INPP5A","10",1.14119141194913,1.18786597846793,"positive","positive",0
"ILMN_1810116","ILMN_1810116",0.0671605580488295,0.0142192069306867,290.890780310966,4.7232281220895,3.61642983340075e-06,0.0173588632003236,-1.0460218613856,"INPP5B","1",-1.04281674461105,-1.05280902577463,"negative","negative",0
"ILMN_1744212","ILMN_1744212",-0.188433112414346,0.0168204600747785,289.902622070143,-11.2026134586469,1.92012761989996e-24,1.8367940811963e-20,1.13608436135998,"INPP5D","2",1.11755631251413,1.17614476589229,"positive","positive",0
"ILMN_1811301","ILMN_1811301",0.173094674706712,0.0211866671707152,292.249276844195,8.16998130531679,9.40224925999167e-15,7.31212924949552e-11,-1.13622617987256,"INPP5E","9",-1.10433380801033,-1.20648839058269,"negative","negative",0
"ILMN_1813650","ILMN_1813650",-0.118532186920764,0.016407619586784,289.605676302451,-7.22421593783413,4.47752249621734e-12,3.18665276055788e-08,1.10094320208009,"INPP5F","10",1.08777673994824,1.12921607058746,"positive","positive",0
"ILMN_1793474","ILMN_1793474",0.103018980532721,0.0136200206283491,290.458020314367,7.56379034539012,5.18538334473239e-13,3.80970114337489e-09,-1.07732381660235,"INSIG1","7",-1.07559326269264,-1.08098012849645,"negative","negative",0
"ILMN_1797668","ILMN_1797668",-0.137433171544427,0.0194002410345876,289.605676302439,-7.0840960841365,1.06642266632022e-11,7.47029077757314e-08,1.107360343973,"INSM1","20",1.08283806222102,1.1608754371823,"positive","positive",0
"ILMN_1679483","ILMN_1679483",0.0972427323579969,0.0128104024417621,290.098067739514,7.59091939539572,4.36759707826825e-13,3.21848228697587e-09,-1.07497586081451,"INTS10","8",-1.05523935282519,-1.11778821368241,"negative","negative",0
"ILMN_1756086","ILMN_1756086",-0.0876647619526085,0.0124201537561361,290.34885539422,-7.05826704514817,1.24411448295578e-11,8.69760435034386e-08,1.05897965613875,"INTS3","1",1.05782456183779,1.06141818037173,"positive","positive",0
"ILMN_1660844","ILMN_1660844",0.0699879665494947,0.0108956500034802,290.24077070865,6.42347785833241,5.43659245645094e-10,3.49409797176102e-06,-1.04971216737171,"INTS4","11",-1.04023451327817,-1.06997029632782,"negative","negative",0
"ILMN_1796968","ILMN_1796968",0.122709218131653,0.0149767965572039,289.809317674324,8.19328870916859,8.23904911808905e-15,6.41821926299137e-11,-1.08888468503965,"INTS5","11",-1.06139598853016,-1.1491714068594,"negative","negative",0
"ILMN_1655557","ILMN_1655557",-0.114345176387973,0.0148837715683829,291.136510750111,-7.68254040063829,2.39500259724153e-13,1.77972643001018e-09,1.07870202205337,"INTS6","13",1.05918231706156,1.12102631220439,"positive","positive",0
"ILMN_1777118","ILMN_1777118",0.0894670862338682,0.0103708336340756,290.644434317889,8.62679794032227,4.18148808968863e-16,3.37696978123254e-12,-1.06646911828194,"INTS9","8",-1.0658704092789,-1.0677320150767,"negative","negative",0
"ILMN_2392286","ILMN_2392286",-0.202153473034144,0.0175763149088102,290.460069153189,-11.5014708192793,1.76982508991255e-25,1.71867714481408e-21,1.15594691417338,"IP6K1","3",1.11515700401396,1.24686449340987,"positive","positive",0
"ILMN_1700231","ILMN_1700231",-0.184413190689287,0.0138785782046663,290.873233317082,-13.2876140458885,8.24860358373052e-32,8.68660443402661e-28,1.13995630821894,"IP6K1","3",1.11889347737959,1.18565420105095,"positive","positive",0
"ILMN_1684746","ILMN_1684746",0.113690534358133,0.0182325573938231,289.673172426231,6.23557803233079,1.58827277683934e-09,9.95211721967531e-06,-1.08401118512539,"IPO11","5",-1.08172107950764,-1.0888535331491,"negative","negative",0
"ILMN_1651229","ILMN_1651229",0.0822873825720284,0.0180030521488244,289.871068674422,4.57074622079577,7.202744310937e-06,0.0334495445799914,-1.05984516371982,"IPO13","1",-1.0465748127891,-1.088366366406,"negative","negative",0
"ILMN_1723117","ILMN_1723117",0.195337935717122,0.0142319361132325,290.586899268666,13.7253240994739,2.17142138840729e-33,2.32385516987348e-29,-1.14462553002954,"IPO9","1",-1.1219184080119,-1.1939975971249,"negative","negative",0
"ILMN_2316104","ILMN_2316104",0.139629189517524,0.0186223492393778,290.142388661893,7.49793636252248,7.92654984700533e-13,5.78955200825269e-09,-1.10761161261563,"IQCB1","3",-1.07001162268475,-1.1912373649785,"negative","negative",0
"ILMN_1803819","ILMN_1803819",-0.239619813121709,0.0187453199906921,290.756266994579,-12.7829139881683,5.40113577451339e-30,5.57883314149488e-26,1.17720379438089,"IQGAP1","15",1.14605412289914,1.24565282877585,"positive","positive",0
"ILMN_1808299","ILMN_1808299",-0.227038219763603,0.0150906239880805,291.123737215981,-15.0449855448609,3.04852789356028e-38,3.39819404295164e-34,1.16868675966176,"IQSEC1","3",1.14804734621928,1.21340799301083,"positive","positive",0
"ILMN_1661695","ILMN_1661695",-0.853047090543073,0.0324300445225744,290.038519803462,-26.3042219985012,8.68180965072712e-79,1.03947306948156e-74,1.79969090213289,"IRAK3","12",1.72744760641374,1.96199196858085,"positive","positive",0
"ILMN_1765547","ILMN_1765547",-0.179933354655756,0.0209978696917274,290.112216604024,-8.56912426343161,6.28166894177181e-16,5.05297449676124e-12,1.13418860792834,"IRF2","4",1.14289282197898,1.11606070853731,"positive","positive",0
"ILMN_2394561","ILMN_2394561",0.231861946398858,0.0172334339286054,289.605676302451,13.4541930157051,2.19811789391884e-32,2.32978515576458e-28,-1.18113174503053,"IRF2BP2","1",-1.15917950861505,-1.22876753034152,"negative","negative",0
"ILMN_1671005","ILMN_1671005",0.127058074156611,0.0169629823138352,289.786544539063,7.49031460422979,8.34461798673074e-13,6.09157113031344e-09,-1.09131102880454,"IRF2BP2","1",-1.08332583592704,-1.10833330109601,"negative","negative",0
"ILMN_1754507","ILMN_1754507",0.128901891343919,0.0246687159882189,289.605676302445,5.22531822918873,3.33076246855206e-07,0.00175597797342065,-1.09608684637757,"IRF4","6",-1.07442736219259,-1.14317524447512,"negative","negative",0
"ILMN_2349061","ILMN_2349061",-0.0933246123462071,0.0166512703841406,292.451286157963,-5.6046541911357,4.82348333982089e-08,0.000273780914368234,1.06079538602573,"IRF7","11",1.06463869051925,1.0527408903157,"positive","positive",0
"ILMN_1798181","ILMN_1798181",-0.0881012961550231,0.0132115341063249,293.55726429804,-6.66851369765194,1.28124901415584e-10,8.52799343822127e-07,1.05995750587228,"IRF7","11",1.03868518059584,1.1062269012376,"positive","positive",0
"ILMN_1745471","ILMN_1745471",-0.136881941165566,0.0126000584008237,292.805711999551,-10.8635957716368,2.53078944363152e-23,2.37438665601509e-19,1.09592914750975,"IRF9","14",1.0818322570083,1.12624313044468,"positive","positive",0
"ILMN_2083469","ILMN_2083469",-1.30668287819921,0.0443896841432164,289.836361605099,-29.4366338355417,4.42525184497663e-89,5.30631948731148e-85,2.47614865470449,"IRS2","13",2.3562958441637,2.74907999557706,"positive","positive",0
"ILMN_1811468","ILMN_1811468",-0.120415137914807,0.0202595680438514,293.403189312621,-5.9436182278996,7.89716507091085e-09,4.75409337268833e-05,1.09319853289218,"IRX3","16",1.08651914498488,1.10741028793694,"positive","positive",0
"ILMN_1659913","ILMN_1659913",-0.20168503251119,0.0143277100398797,291.535628345591,-14.0765713397201,1.07867375984677e-34,1.16917448829791e-30,1.15218618706216,"ISG20","15",1.1438452509625,1.1699646387387,"positive","positive",0
"ILMN_1731086","ILMN_1731086",-0.140703431952172,0.0240327963715328,290.909120946341,-5.85464253834553,1.28879330757728e-08,7.63481155408781e-05,1.10268132664773,"ISL2","15",1.08020771573209,1.15158790698993,"positive","positive",0
"ILMN_1711009","ILMN_1711009",-0.123010593604466,0.0238354594568437,290.083142558649,-5.16082326112438,4.56862211824868e-07,0.00237659722591296,1.10894549193595,"ISLR","15",1.11568889374156,1.09486676031288,"positive","positive",0
"ILMN_1764861","ILMN_1764861",0.130229474938356,0.0206916243529721,290.420598722586,6.29382559420233,1.1393154992615e-09,7.19022011583933e-06,-1.10299050481258,"ISOC1","5",-1.08814531564783,-1.13494367854517,"negative","negative",0
"ILMN_1769158","ILMN_1769158",0.144051356661496,0.0219678117860085,289.99481159013,6.5573830504704,2.50489647076327e-10,1.64521600199732e-06,-1.11077095293269,"ISOC2","19",-1.09626088465296,-1.14198328809922,"negative","negative",0
"ILMN_1662128","ILMN_1662128",-0.0646937662807311,0.0142892937172744,290.028860128475,-4.52742924603212,8.72615038330672e-06,0.0400966610112944,1.04574711166064,"ISY1-RAB43,ISY1","3",1.02447874934623,1.0920276941021,"positive","positive",0
"ILMN_1701244","ILMN_1701244",0.211778195166014,0.0172596268668002,290.322732513163,12.2701491057944,3.65369877959603e-28,3.6847552192226e-24,-1.16378794281736,"ITFG2","12",-1.13171834660867,-1.23438245356476,"negative","negative",0
"ILMN_1810055","ILMN_1810055",0.102087296201924,0.0144751131276588,290.477537497265,7.05260783122019,1.28707053266941e-11,8.98761352963049e-08,-1.07128235245703,"ITFG3","16",-1.05177101715492,-1.11359638970253,"negative","negative",0
"ILMN_1721888","ILMN_1721888",-0.140158645052597,0.0264129388192927,293.70827976908,-5.30643886360049,2.20600925639606e-07,0.00118109735587445,1.11961995779887,"ITGA2B","17",1.11831205071514,1.12238141827365,"positive","positive",0
"ILMN_1747052","ILMN_1747052",0.124490748627486,0.0205886473756031,289.767184033846,6.04657248027879,4.54974073000306e-09,2.77579681937487e-05,-1.09353971565895,"ITGA4","2",-1.06120058137983,-1.1649587826995,"negative","negative",0
"ILMN_1792679","ILMN_1792679",-0.183322208309995,0.0160312233081762,291.421496000673,-11.4353224820028,2.90680076668704e-25,2.81262042184638e-21,1.13563155279397,"ITGA5","12",1.11024610676628,1.19104879348604,"positive","positive",0
"ILMN_1791409","ILMN_1791409",-0.107922979967485,0.020953833203279,289.666938364286,-5.15051250625574,4.80879821614409e-07,0.0024962471540004,1.09063454329065,"ITGA7","12",1.08050463297288,1.11229566547173,"positive","positive",0
"ILMN_1685009","ILMN_1685009",-0.367750103753348,0.0210159053042434,290.910454257582,-17.4986563000497,2.44347790377226e-47,2.83883262860261e-43,1.28580076544551,"ITGAM","16",1.25753705826153,1.34746471229971,"positive","positive",0
"ILMN_1726175","ILMN_1726175",-0.275764087712896,0.0233692009828512,290.125876824449,-11.8003216248282,1.64047495288241e-26,1.61504759111273e-22,1.21328943541272,"ITGAX","16",1.17225702607455,1.3045303273068,"positive","positive",0
"ILMN_2254635","ILMN_2254635",-0.376332669081765,0.0204741002168397,291.47065334646,-18.3809136956474,1.21977910459942e-50,1.42958111059052e-46,1.29923132482206,"ITGAX","16",1.26434121395811,1.37594812918194,"positive","positive",0
"ILMN_1730176","ILMN_1730176",-0.349103288174479,0.0263769342048691,290.35436439751,-13.2351730289427,1.30791059200809e-31,1.3746140322005e-27,1.2759223984542,"ITGAX","16",1.23283763630202,1.37171896327083,"positive","positive",0
"ILMN_1714820","ILMN_1714820",0.144998617909209,0.0156490634798037,291.018068371352,9.26564187667469,4.46040509799066e-18,3.78331560411568e-14,-1.10941742692219,"ITGB1","10",-1.09221929660238,-1.14655487519647,"negative","negative",0
"ILMN_1723467","ILMN_1723467",0.198102409074802,0.0159513082121505,291.015448763155,12.419195118047,1.055086390186e-28,1.07133472059486e-24,-1.15389432538779,"ITGB1","10",-1.13050541853426,-1.20478373188457,"negative","negative",0
"ILMN_2383934","ILMN_2383934",0.18504809945657,0.0158550243833129,291.047508653247,11.6712592161844,4.47622435872272e-26,4.38490938180478e-22,-1.1427422439603,"ITGB1","10",-1.1163119210036,-1.20051194995856,"negative","negative",0
"ILMN_1665107","ILMN_1665107",0.132120893120053,0.0224707622642424,294.013536190396,5.87968007343909,1.11500723423002e-08,6.64321310154246e-05,-1.10396339770411,"ITGB1BP1","2",-1.0837535348905,-1.14779883821939,"negative","negative",0
"ILMN_1690099","ILMN_1690099",0.120101151970964,0.0156772284500925,293.316536110159,7.66086635487253,2.70784440350562e-13,2.00922054740117e-09,-1.0975883033653,"ITGB1BP1","2",-1.07263165041023,-1.15210289178736,"negative","negative",0
"ILMN_2175912","ILMN_2175912",-0.150641452810764,0.0112373082018929,291.25939035753,-13.405474879241,3.03342862068429e-32,3.21118753785639e-28,1.11581353658225,"ITGB2","21",1.09870720959969,1.15274274242173,"positive","positive",0
"ILMN_1733324","ILMN_1733324",-0.118264542396163,0.0245368122918916,293.010649675194,-4.81988210160635,2.30982412559089e-06,0.0112719417328835,1.09693037288474,"ITGB3","17",1.08928636310673,1.11321643827688,"positive","positive",0
"ILMN_2387636","ILMN_2387636",0.0740449467739016,0.0102681177786365,290.782753059191,7.21115090128368,4.81908936614722e-12,3.4239629946476e-08,-1.05385194483693,"EIF6","20",-1.04435485643861,-1.07415107108321,"negative","negative",0
"ILMN_2311166","ILMN_2311166",-0.125849935617029,0.0236002016937973,293.061210795503,-5.33257881648126,1.93790252175084e-07,0.0010429791372063,1.10174812643354,"ITGB5","3",1.07585968676561,1.15836676697544,"positive","positive",0
"ILMN_1668374","ILMN_1668374",-0.109411980331363,0.0199534427184804,293.745507425611,-5.48336354157212,9.00117435134002e-08,0.000500375282190992,1.08891451386178,"ITGB5","3",1.07079750081749,1.12810662434853,"positive","positive",0
"ILMN_1777519","ILMN_1777519",0.303857440255067,0.0179372269447314,291.374019232632,16.9400454814627,2.78212309917453e-45,3.21029184413749e-41,-1.23876159226696,"ITGB7","12",-1.19555201488388,-1.33500910578355,"negative","negative",0
"ILMN_2235707","ILMN_2235707",-0.0917755329864389,0.0125857193516551,290.581110047922,-7.29203714322216,2.91013957657803e-12,2.08424196474519e-08,1.07970067946483,"ITIH5","10",1.06932468105849,1.10189924822897,"positive","positive",0
"ILMN_1699160","ILMN_1699160",0.193828612314303,0.017931955695927,291.318798373246,10.8091172876547,4.0223569987329e-23,3.76009932241551e-19,-1.1467456656016,"ITK","5",-1.11554603170978,-1.21538664769502,"negative","negative",0
"ILMN_1751708","ILMN_1751708",-0.25222539526419,0.0180330962495484,290.565822375114,-13.9868046936481,2.42628721919703e-34,2.62257385523007e-30,1.19147708630953,"ITM2B","13",1.17640603059178,1.22387498161794,"positive","positive",0
"ILMN_1680453","ILMN_1680453",0.24494199205021,0.0188212093786461,292.749174824374,13.0141473442251,7.31245977211547e-31,7.62397055840759e-27,-1.19003314204589,"ITM2C","2",-1.16393431543752,-1.24696932901612,"negative","negative",0
"ILMN_2366041","ILMN_2366041",0.246904008238456,0.0191622768806507,292.464257378754,12.8848993142235,2.15975437424161e-30,2.24074516327567e-26,-1.19264685197691,"ITM2C","2",-1.17272022215062,-1.23575846234993,"negative","negative",0
"ILMN_2407482","ILMN_2407482",0.175695098217285,0.0187278339515186,290.191794684109,9.38149594192867,1.94995632781506e-18,1.66818763844578e-14,-1.13277531863083,"ITPA","20",-1.0979431971055,-1.20984594655938,"negative","negative",0
"ILMN_1718334","ILMN_1718334",0.15956297368034,0.0178057415721393,290.086656730467,8.96132143858637,4.009123784049e-17,3.32396452935503e-13,-1.12010214270613,"ITPA","20",-1.10109601619224,-1.16123920053573,"negative","negative",0
"ILMN_1715674","ILMN_1715674",-0.412536215044473,0.0215421526587353,290.480482132021,-19.1501852939098,1.9732390857441e-53,2.32427831909798e-49,1.33047098823944,"ITPK1","14",1.29522512840559,1.40792487838888,"positive","positive",0
"ILMN_1700432","ILMN_1700432",0.0857182580273454,0.0111293300831368,290.677617001719,7.70201417219403,2.11851207335095e-13,1.57702038740245e-09,-1.05970408958605,"ITPKB","1",-1.05445587293473,-1.07085054127479,"negative","negative",0
"ILMN_1714945","ILMN_1714945",-0.323826069779719,0.0246756469750384,289.605676302451,-13.1233061531192,3.42683398959703e-31,3.58789518710809e-27,1.25224388266597,"ITPKC","19",1.22441356741629,1.31298582267496,"positive","positive",0
"ILMN_1789505","ILMN_1789505",0.126918255105158,0.0147743737663708,290.669951707472,8.59043213012841,5.38204507187788e-16,4.33577550990482e-12,-1.09584338863677,"ITPR1","3",-1.07781397865608,-1.13483454767854,"negative","negative",0
"ILMN_1815500","ILMN_1815500",0.276301984034685,0.0197188678453841,291.094207930137,14.0120612502286,1.90402199566856e-34,2.05977099491425e-30,-1.21538924498168,"ITPR3","6",-1.19875348295384,-1.25120942082595,"negative","negative",0
"ILMN_1805192","ILMN_1805192",-0.369216611655093,0.0192624385390191,291.063665708559,-19.1676983631738,1.57625868689507e-53,1.85699035903108e-49,1.28844458827158,"ITPRIP","10",1.24596304856327,1.3827783330872,"positive","positive",0
"ILMN_1751034","ILMN_1751034",0.165765140733439,0.0224199867024947,290.741702229199,7.39363242864877,1.53202556229227e-12,1.10734807642485e-08,-1.12780511530021,"ITPRIPL2","16",-1.12401188757746,-1.13584141534809,"negative","negative",0
"ILMN_1718769","ILMN_1718769",-0.11175260225508,0.0194689232337053,290.34430604854,-5.74005048525793,2.38116888647011e-08,0.000138393535681643,1.07997976433889,"ITSN1","21",1.06929046005206,1.10285896609035,"positive","positive",0
"ILMN_2397750","ILMN_2397750",-0.0999432308413708,0.0144977689398096,290.277006990782,-6.8936973168979,3.39187977282823e-11,2.32174170450092e-07,1.06742518073316,"IVNS1ABP","1",1.04963915789983,1.10590278427585,"positive","positive",0
"ILMN_1717877","ILMN_1717877",-0.0976660952237379,0.0150217379559173,290.118689375304,-6.50165084162354,3.46258805974115e-10,2.25414482689149e-06,1.06591654020128,"IVNS1ABP","1",1.05008692527889,1.10006362967095,"positive","positive",0
"ILMN_1793384","ILMN_1793384",-0.134909793151987,0.0143591446414385,290.928803700553,-9.39539203210308,1.74098177068316e-18,1.49062859205892e-14,1.09597376378525,"JAK1","1",1.08122681078499,1.1277153177694,"positive","positive",0
"ILMN_1683178","ILMN_1683178",-0.156507963099595,0.0210939432143752,289.813666364034,-7.41956880745452,1.30867430545738e-12,9.49443208609329e-09,1.10456691170481,"JAK2","9",1.08506909561183,1.14681398609256,"positive","positive",0
"ILMN_1786920","ILMN_1786920",-0.100221501274021,0.0129180494174299,290.831064980093,-7.75825343559958,1.46664224101743e-13,1.09748838895334e-09,1.07222215233188,"KDM5A","12",1.05392245844081,1.11183640976923,"positive","positive",0
"ILMN_1764177","ILMN_1764177",-0.232782099479844,0.0162921746337284,291.036963313441,-14.2879698206729,1.86934028706675e-35,2.04001105527594e-31,1.17003201353587,"JARID2","6",1.15099744200726,1.211184969938,"positive","positive",0
"ILMN_1747205","ILMN_1747205",-0.527453559782964,0.0313181708070865,289.605676302445,-16.8417741582664,7.62828578458297e-45,8.78473390952575e-41,1.44613410840018,"JDP2","14",1.39421739264877,1.56196765288239,"positive","positive",0
"ILMN_1720531","ILMN_1720531",-0.30686431491074,0.0226487943134486,290.195785220833,-13.5488145931251,9.69097441275167e-33,1.0308289482844e-28,1.23889730748617,"KDM4B","19",1.20918013511228,1.30394032384718,"positive","positive",0
"ILMN_1687921","ILMN_1687921",0.169786371406124,0.014127766732716,290.262577548735,12.0179200731667,2.82936791342807e-27,2.81663575781764e-23,-1.12619150581063,"JMJD8","16",-1.12105187014058,-1.13710071760801,"negative","negative",0
"ILMN_1668535","ILMN_1668535",0.172647948105878,0.0170559627209535,289.605676302451,10.122439344557,8.09602611270561e-21,7.28561389882378e-17,-1.13078091499745,"JOSD1","22",-1.12092612622635,-1.15183477896271,"negative","negative",0
"ILMN_1733811","ILMN_1733811",0.272693753686254,0.0268241038374556,293.411442112917,10.1659967967124,5.3719280476128e-21,4.8529997982134e-17,-1.22029621709841,"JUP","17",-1.17946555104573,-1.31103570931951,"negative","negative",0
"ILMN_1777584","ILMN_1777584",0.177222758267467,0.0152367922194903,290.112835182586,11.6312381054045,6.35817128912442e-26,6.21447661799021e-22,-1.13307985388715,"KARS","16",-1.12272624731348,-1.15521407926025,"negative","negative",0
"ILMN_1782247","ILMN_1782247",0.195617240529714,0.0182300053533878,290.018210531016,10.7305092202489,7.65687445401944e-23,7.12548736691049e-19,-1.14409067365088,"KAT2A","17",-1.14363589710083,-1.14504971973946,"negative","negative",0
"ILMN_2198393","ILMN_2198393",0.119652271716522,0.0137464690136994,289.649791351769,8.70421863223782,2.46798894538443e-16,2.00647501259754e-12,-1.09299408690067,"KATNA1","6",-1.07139483984095,-1.13995158761493,"negative","negative",0
"ILMN_1735735","ILMN_1735735",-0.092386771124188,0.0112436438035399,290.260891662846,-8.21679988609224,6.99594890637679e-15,5.462436906099e-11,1.06499094673635,"KATNB1","16",1.05779834474913,1.08031010095648,"positive","positive",0
"ILMN_1784630","ILMN_1784630",-0.067741542819564,0.0132867622066047,292.107713337187,-5.09842366155166,6.16672871284873e-07,0.00317524861424581,1.04350059329927,"KBTBD11","8",1.03044591060191,1.07155780544973,"positive","positive",0
"ILMN_1784540","ILMN_1784540",-0.0612502824830296,0.013283318948137,290.418112915908,-4.61106766480375,6.01141268699654e-06,0.0281875140893268,1.0383402264931,"KBTBD2","7",1.02799516295568,1.06048489776719,"positive","positive",0
"ILMN_1730303","ILMN_1730303",-0.282776852835944,0.0270662072528369,289.605676302451,-10.44759800272,6.83414125523121e-22,6.25665631916417e-18,1.21383137222842,"KBTBD7","13",1.16932010610697,1.31326647085098,"positive","positive",0
"ILMN_2044293","ILMN_2044293",-0.376024757741412,0.027020929510796,289.783009495474,-13.9160556113058,4.59249543049407e-34,4.94933232544346e-30,1.29417481123658,"KBTBD7","13",1.24393813644607,1.40679267321123,"positive","positive",0
"ILMN_2342762","ILMN_2342762",-0.0969734432345763,0.0203954345981585,289.605676302451,-4.75466422487178,3.13754372088794e-06,0.015148061084447,1.07366767555269,"KCNAB2","1",1.08178102260619,1.0567672863139,"positive","positive",0
"ILMN_1789387","ILMN_1789387",-0.184484801905056,0.0224262968778928,289.71456625916,-8.22627127918367,6.59989524733006e-15,5.15781813578844e-11,1.1374441863977,"KCNE3","11",1.11405484928208,1.18835831793796,"positive","positive",0
"ILMN_1673769","ILMN_1673769",0.274762503791924,0.0246036040066088,290.973416089331,11.1675713736133,2.45306549889506e-24,2.34120571214545e-20,-1.21180830515344,"KCNG1","20",-1.1904722463926,-1.25803509266805,"negative","negative",0
"ILMN_2235785","ILMN_2235785",-0.0827693536521039,0.0144839460418484,289.897278097866,-5.71455827113405,2.72874057956569e-08,0.000157775780310488,1.05839579231217,"KCNH6","17",1.05063315836511,1.07494407719674,"positive","positive",0
"ILMN_1775348","ILMN_1775348",-0.10167943406799,0.0189460101747386,289.605676302445,-5.36679929601025,1.64435446133997e-07,0.000890994350330384,1.08041227262595,"KCNH8","3",1.0741097796758,1.09381630549733,"positive","positive",0
"ILMN_1808272","ILMN_1808272",-0.0993753953644767,0.0202866664323776,289.921720975336,-4.89855717279764,1.60744503582661e-06,0.00795203059223424,1.09247549033795,"KCNJ10","1",1.06835539522735,1.1451073118468,"positive","positive",0
"ILMN_1675756","ILMN_1675756",-0.498350723210457,0.0261365175654561,292.373369196105,-19.0672197228414,3.13012717505882e-53,3.68603776134927e-49,1.4095036806409,"KCNJ15","21",1.34821421500458,1.54794987788545,"positive","positive",0
"ILMN_2396903","ILMN_2396903",-0.409516368604034,0.0284017154183912,291.299547866768,-14.4187195234995,6.09726702275187e-36,6.68260465693605e-32,1.32716892729997,"KCNJ15","21",1.26902814083009,1.45857256418761,"positive","positive",0
"ILMN_1780334","ILMN_1780334",-0.637298645441357,0.0266826175168853,291.271834155242,-23.8844125782661,1.42107321654712e-70,1.69732984984388e-66,1.55791646065564,"KCNJ2","17",1.52056044475571,1.63967775670567,"positive","positive",0
"ILMN_1768483","ILMN_1768483",-0.0976851237066033,0.0198393826901098,289.605676302451,-4.92379854920086,1.42810913247436e-06,0.00709770238839757,1.07859227794564,"KCNK3","2",1.0861044838921,1.06292981345266,"positive","positive",0
"ILMN_1701173","ILMN_1701173",0.12080294505588,0.0135700728808505,290.285555132111,8.90215889896594,6.08184292660292e-17,5.02177770449603e-13,-1.09011453210846,"KCNK6","19",-1.09257945416685,-1.08493783750305,"negative","negative",0
"ILMN_1709937","ILMN_1709937",0.125482773523206,0.0252527682170773,289.772041916414,4.96907002212723,1.15229753189516e-06,0.00578338131258181,-1.09014004826583,"KCNN4","19",-1.05512229005342,-1.1677932615888,"negative","negative",0
"ILMN_1786843","ILMN_1786843",-0.0831131707588426,0.0147856505768875,289.718847629252,-5.62120485173392,4.45754612869012e-08,0.000253723525645042,1.05876374148523,"KCTD13","16",1.070228184392,1.03500267948275,"positive","positive",0
"ILMN_1718900","ILMN_1718900",-0.126961246911597,0.0154059644125353,289.93392101792,-8.24104505968434,5.95799103317478e-15,4.66510697897585e-11,1.09408539494927,"KCTD2","17",1.07816090970908,1.12842108012025,"positive","positive",0
